id,full_name,url,forks_count,stargazers_count,watchers_count,language,open_issues_count,issues_url,issue_events_url,issue_comment_url
5160706,bkeepers/dotenv,https://api.github.com/repos/bkeepers/dotenv,351,5080,5080,Ruby,2,https://api.github.com/repos/bkeepers/dotenv/issues{/number},https://api.github.com/repos/bkeepers/dotenv/issues/events{/number},https://api.github.com/repos/bkeepers/dotenv/issues/comments{/number}
9906653,ankane/chartkick,https://api.github.com/repos/ankane/chartkick,489,5079,5079,Ruby,12,https://api.github.com/repos/ankane/chartkick/issues{/number},https://api.github.com/repos/ankane/chartkick/issues/events{/number},https://api.github.com/repos/ankane/chartkick/issues/comments{/number}
7497,justinfrench/formtastic,https://api.github.com/repos/justinfrench/formtastic,619,5072,5072,Ruby,37,https://api.github.com/repos/justinfrench/formtastic/issues{/number},https://api.github.com/repos/justinfrench/formtastic/issues/events{/number},https://api.github.com/repos/justinfrench/formtastic/issues/comments{/number}
68380413,thibmaek/awesome-raspberry-pi,https://api.github.com/repos/thibmaek/awesome-raspberry-pi,493,5026,5026,Ruby,1,https://api.github.com/repos/thibmaek/awesome-raspberry-pi/issues{/number},https://api.github.com/repos/thibmaek/awesome-raspberry-pi/issues/events{/number},https://api.github.com/repos/thibmaek/awesome-raspberry-pi/issues/comments{/number}
10664,cucumber/cucumber-ruby,https://api.github.com/repos/cucumber/cucumber-ruby,1105,5000,5000,Ruby,18,https://api.github.com/repos/cucumber/cucumber-ruby/issues{/number},https://api.github.com/repos/cucumber/cucumber-ruby/issues/events{/number},https://api.github.com/repos/cucumber/cucumber-ruby/issues/comments{/number}
672136,ddollar/foreman,https://api.github.com/repos/ddollar/foreman,552,4969,4969,Ruby,31,https://api.github.com/repos/ddollar/foreman/issues{/number},https://api.github.com/repos/ddollar/foreman/issues/events{/number},https://api.github.com/repos/ddollar/foreman/issues/comments{/number}
12004006,hanami/hanami,https://api.github.com/repos/hanami/hanami,461,4868,4868,Ruby,10,https://api.github.com/repos/hanami/hanami/issues{/number},https://api.github.com/repos/hanami/hanami/issues/events{/number},https://api.github.com/repos/hanami/hanami/issues/comments{/number}
6688319,DeathKing/Learning-SICP,https://api.github.com/repos/DeathKing/Learning-SICP,806,4843,4843,Ruby,5,https://api.github.com/repos/DeathKing/Learning-SICP/issues{/number},https://api.github.com/repos/DeathKing/Learning-SICP/issues/events{/number},https://api.github.com/repos/DeathKing/Learning-SICP/issues/comments{/number}
37997,jnunemaker/httparty,https://api.github.com/repos/jnunemaker/httparty,838,4806,4806,Ruby,31,https://api.github.com/repos/jnunemaker/httparty/issues{/number},https://api.github.com/repos/jnunemaker/httparty/issues/events{/number},https://api.github.com/repos/jnunemaker/httparty/issues/comments{/number}
16549503,github/scientist,https://api.github.com/repos/github/scientist,213,4801,4801,Ruby,11,https://api.github.com/repos/github/scientist/issues{/number},https://api.github.com/repos/github/scientist/issues/events{/number},https://api.github.com/repos/github/scientist/issues/comments{/number}
906150,slim-template/slim,https://api.github.com/repos/slim-template/slim,464,4765,4765,Ruby,45,https://api.github.com/repos/slim-template/slim/issues{/number},https://api.github.com/repos/slim-template/slim/issues/events{/number},https://api.github.com/repos/slim-template/slim/issues/comments{/number}
2832871,sferik/t,https://api.github.com/repos/sferik/t,378,4764,4764,Ruby,162,https://api.github.com/repos/sferik/t/issues{/number},https://api.github.com/repos/sferik/t/issues/events{/number},https://api.github.com/repos/sferik/t/issues/comments{/number}
2889230,rails-api/active_model_serializers,https://api.github.com/repos/rails-api/active_model_serializers,1290,4763,4763,Ruby,175,https://api.github.com/repos/rails-api/active_model_serializers/issues{/number},https://api.github.com/repos/rails-api/active_model_serializers/issues/events{/number},https://api.github.com/repos/rails-api/active_model_serializers/issues/comments{/number}
25975629,evil-icons/evil-icons,https://api.github.com/repos/evil-icons/evil-icons,216,4725,4725,Ruby,25,https://api.github.com/repos/evil-icons/evil-icons/issues{/number},https://api.github.com/repos/evil-icons/evil-icons/issues/events{/number},https://api.github.com/repos/evil-icons/evil-icons/issues/comments{/number}
11412473,ankane/searchkick,https://api.github.com/repos/ankane/searchkick,551,4690,4690,Ruby,4,https://api.github.com/repos/ankane/searchkick/issues{/number},https://api.github.com/repos/ankane/searchkick/issues/events{/number},https://api.github.com/repos/ankane/searchkick/issues/comments{/number}
1021040,sj26/mailcatcher,https://api.github.com/repos/sj26/mailcatcher,452,4593,4593,Ruby,50,https://api.github.com/repos/sj26/mailcatcher/issues{/number},https://api.github.com/repos/sj26/mailcatcher/issues/events{/number},https://api.github.com/repos/sj26/mailcatcher/issues/comments{/number}
1980539,drapergem/draper,https://api.github.com/repos/drapergem/draper,489,4584,4584,Ruby,37,https://api.github.com/repos/drapergem/draper/issues{/number},https://api.github.com/repos/drapergem/draper/issues/events{/number},https://api.github.com/repos/drapergem/draper/issues/comments{/number}
404319,rest-client/rest-client,https://api.github.com/repos/rest-client/rest-client,862,4574,4574,Ruby,146,https://api.github.com/repos/rest-client/rest-client/issues{/number},https://api.github.com/repos/rest-client/rest-client/issues/events{/number},https://api.github.com/repos/rest-client/rest-client/issues/comments{/number}
5275559,thoughtbot/neat,https://api.github.com/repos/thoughtbot/neat,420,4563,4563,Ruby,1,https://api.github.com/repos/thoughtbot/neat/issues{/number},https://api.github.com/repos/thoughtbot/neat/issues/events{/number},https://api.github.com/repos/thoughtbot/neat/issues/comments{/number}
5992293,nomad/shenzhen,https://api.github.com/repos/nomad/shenzhen,509,4546,4546,Ruby,54,https://api.github.com/repos/nomad/shenzhen/issues{/number},https://api.github.com/repos/nomad/shenzhen/issues/events{/number},https://api.github.com/repos/nomad/shenzhen/issues/comments{/number}
72754314,chyingp/nodejs-learning-guide,https://api.github.com/repos/chyingp/nodejs-learning-guide,774,4508,4508,Ruby,3,https://api.github.com/repos/chyingp/nodejs-learning-guide/issues{/number},https://api.github.com/repos/chyingp/nodejs-learning-guide/issues/events{/number},https://api.github.com/repos/chyingp/nodejs-learning-guide/issues/comments{/number}
355893,github/markup,https://api.github.com/repos/github/markup,3290,4508,4508,Ruby,55,https://api.github.com/repos/github/markup/issues{/number},https://api.github.com/repos/github/markup/issues/events{/number},https://api.github.com/repos/github/markup/issues/comments{/number}
